loc,cases,deaths,date,Region,
BATANGAS,116,0,01/10/2016,REGION IV-A-CALABARZON,01/10/2016
BATANGAS,97,1,01/17/2016,REGION IV-A-CALABARZON,01/17/2016
BATANGAS,94,1,01/24/2016,REGION IV-A-CALABARZON,01/24/2016
BATANGAS,90,0,01/31/2016,REGION IV-A-CALABARZON,01/31/2016
BATANGAS,73,0,02/07/2016,REGION IV-A-CALABARZON,02/07/2016
BATANGAS,62,0,02/14/2016,REGION IV-A-CALABARZON,02/14/2016
BATANGAS,65,0,02/21/2016,REGION IV-A-CALABARZON,02/21/2016
BATANGAS,58,0,02/28/2016,REGION IV-A-CALABARZON,02/28/2016
BATANGAS,53,0,03/06/2016,REGION IV-A-CALABARZON,03/06/2016
BATANGAS,41,0,03/13/2016,REGION IV-A-CALABARZON,03/13/2016
BATANGAS,35,1,03/20/2016,REGION IV-A-CALABARZON,03/20/2016
BATANGAS,29,0,03/27/2016,REGION IV-A-CALABARZON,03/27/2016
BATANGAS,23,0,04/03/2016,REGION IV-A-CALABARZON,04/03/2016
BATANGAS,23,0,04/10/2016,REGION IV-A-CALABARZON,04/10/2016
BATANGAS,32,0,04/17/2016,REGION IV-A-CALABARZON,04/17/2016
BATANGAS,24,0,04/24/2016,REGION IV-A-CALABARZON,04/24/2016
BATANGAS,25,0,05/01/2016,REGION IV-A-CALABARZON,05/01/2016
BATANGAS,19,0,05/08/2016,REGION IV-A-CALABARZON,05/08/2016
BATANGAS,26,0,05/15/2016,REGION IV-A-CALABARZON,05/15/2016
BATANGAS,21,0,05/22/2016,REGION IV-A-CALABARZON,05/22/2016
BATANGAS,26,0,05/29/2016,REGION IV-A-CALABARZON,05/29/2016
BATANGAS,27,0,06/05/2016,REGION IV-A-CALABARZON,06/05/2016
BATANGAS,27,0,06/12/2016,REGION IV-A-CALABARZON,06/12/2016
BATANGAS,40,0,06/19/2016,REGION IV-A-CALABARZON,06/19/2016
BATANGAS,85,0,06/26/2016,REGION IV-A-CALABARZON,06/26/2016
BATANGAS,77,0,07/03/2016,REGION IV-A-CALABARZON,07/03/2016
BATANGAS,83,0,07/10/2016,REGION IV-A-CALABARZON,07/10/2016
BATANGAS,86,0,07/17/2016,REGION IV-A-CALABARZON,07/17/2016
BATANGAS,135,0,07/24/2016,REGION IV-A-CALABARZON,07/24/2016
BATANGAS,189,0,07/31/2016,REGION IV-A-CALABARZON,07/31/2016
BATANGAS,185,0,08/07/2016,REGION IV-A-CALABARZON,08/07/2016
BATANGAS,188,1,08/14/2016,REGION IV-A-CALABARZON,08/14/2016
BATANGAS,236,0,08/21/2016,REGION IV-A-CALABARZON,08/21/2016
BATANGAS,197,0,08/28/2016,REGION IV-A-CALABARZON,08/28/2016
BATANGAS,230,1,09/04/2016,REGION IV-A-CALABARZON,09/04/2016
BATANGAS,240,4,09/11/2016,REGION IV-A-CALABARZON,09/11/2016
BATANGAS,203,1,09/18/2016,REGION IV-A-CALABARZON,09/18/2016
BATANGAS,215,1,09/25/2016,REGION IV-A-CALABARZON,09/25/2016
BATANGAS,166,2,10/02/2016,REGION IV-A-CALABARZON,10/02/2016
BATANGAS,184,1,10/09/2016,REGION IV-A-CALABARZON,10/09/2016
BATANGAS,183,2,10/16/2016,REGION IV-A-CALABARZON,10/16/2016
BATANGAS,132,0,10/23/2016,REGION IV-A-CALABARZON,10/23/2016
BATANGAS,135,0,10/30/2016,REGION IV-A-CALABARZON,10/30/2016
BATANGAS,107,0,11/06/2016,REGION IV-A-CALABARZON,11/06/2016
BATANGAS,156,0,11/13/2016,REGION IV-A-CALABARZON,11/13/2016
BATANGAS,106,0,11/20/2016,REGION IV-A-CALABARZON,11/20/2016
BATANGAS,76,0,11/27/2016,REGION IV-A-CALABARZON,11/27/2016
BATANGAS,83,2,12/04/2016,REGION IV-A-CALABARZON,12/04/2016
BATANGAS,89,0,12/11/2016,REGION IV-A-CALABARZON,12/11/2016
BATANGAS,72,0,12/18/2016,REGION IV-A-CALABARZON,12/18/2016
BATANGAS,46,0,12/25/2016,REGION IV-A-CALABARZON,12/25/2016
BATANGAS,57,0,01/01/2017,REGION IV-A-CALABARZON,01/01/2017
CAVITE,214,1,01/10/2016,REGION IV-A-CALABARZON,01/10/2016
CAVITE,161,2,01/17/2016,REGION IV-A-CALABARZON,01/17/2016
CAVITE,147,1,01/24/2016,REGION IV-A-CALABARZON,01/24/2016
CAVITE,160,0,01/31/2016,REGION IV-A-CALABARZON,01/31/2016
CAVITE,150,0,02/07/2016,REGION IV-A-CALABARZON,02/07/2016
CAVITE,117,0,02/14/2016,REGION IV-A-CALABARZON,02/14/2016
CAVITE,103,0,02/21/2016,REGION IV-A-CALABARZON,02/21/2016
CAVITE,84,1,02/28/2016,REGION IV-A-CALABARZON,02/28/2016
CAVITE,89,0,03/06/2016,REGION IV-A-CALABARZON,03/06/2016
CAVITE,92,1,03/13/2016,REGION IV-A-CALABARZON,03/13/2016
CAVITE,80,0,03/20/2016,REGION IV-A-CALABARZON,03/20/2016
CAVITE,36,0,03/27/2016,REGION IV-A-CALABARZON,03/27/2016
CAVITE,52,0,04/03/2016,REGION IV-A-CALABARZON,04/03/2016
CAVITE,52,0,04/10/2016,REGION IV-A-CALABARZON,04/10/2016
CAVITE,33,1,04/17/2016,REGION IV-A-CALABARZON,04/17/2016
CAVITE,39,0,04/24/2016,REGION IV-A-CALABARZON,04/24/2016
CAVITE,47,0,05/01/2016,REGION IV-A-CALABARZON,05/01/2016
CAVITE,41,0,05/08/2016,REGION IV-A-CALABARZON,05/08/2016
CAVITE,31,0,05/15/2016,REGION IV-A-CALABARZON,05/15/2016
CAVITE,26,0,05/22/2016,REGION IV-A-CALABARZON,05/22/2016
CAVITE,22,0,05/29/2016,REGION IV-A-CALABARZON,05/29/2016
CAVITE,27,0,06/05/2016,REGION IV-A-CALABARZON,06/05/2016
CAVITE,34,1,06/12/2016,REGION IV-A-CALABARZON,06/12/2016
CAVITE,45,2,06/19/2016,REGION IV-A-CALABARZON,06/19/2016
CAVITE,58,0,06/26/2016,REGION IV-A-CALABARZON,06/26/2016
CAVITE,53,0,07/03/2016,REGION IV-A-CALABARZON,07/03/2016
CAVITE,67,0,07/10/2016,REGION IV-A-CALABARZON,07/10/2016
CAVITE,110,0,07/17/2016,REGION IV-A-CALABARZON,07/17/2016
CAVITE,117,0,07/24/2016,REGION IV-A-CALABARZON,07/24/2016
CAVITE,146,1,07/31/2016,REGION IV-A-CALABARZON,07/31/2016
CAVITE,169,0,08/07/2016,REGION IV-A-CALABARZON,08/07/2016
CAVITE,195,0,08/14/2016,REGION IV-A-CALABARZON,08/14/2016
CAVITE,143,0,08/21/2016,REGION IV-A-CALABARZON,08/21/2016
CAVITE,166,0,08/28/2016,REGION IV-A-CALABARZON,08/28/2016
CAVITE,234,2,09/04/2016,REGION IV-A-CALABARZON,09/04/2016
CAVITE,151,1,09/11/2016,REGION IV-A-CALABARZON,09/11/2016
CAVITE,175,2,09/18/2016,REGION IV-A-CALABARZON,09/18/2016
CAVITE,169,0,09/25/2016,REGION IV-A-CALABARZON,09/25/2016
CAVITE,131,0,10/02/2016,REGION IV-A-CALABARZON,10/02/2016
CAVITE,198,1,10/09/2016,REGION IV-A-CALABARZON,10/09/2016
CAVITE,116,1,10/16/2016,REGION IV-A-CALABARZON,10/16/2016
CAVITE,134,0,10/23/2016,REGION IV-A-CALABARZON,10/23/2016
CAVITE,138,0,10/30/2016,REGION IV-A-CALABARZON,10/30/2016
CAVITE,135,1,11/06/2016,REGION IV-A-CALABARZON,11/06/2016
CAVITE,126,0,11/13/2016,REGION IV-A-CALABARZON,11/13/2016
CAVITE,141,2,11/20/2016,REGION IV-A-CALABARZON,11/20/2016
CAVITE,123,1,11/27/2016,REGION IV-A-CALABARZON,11/27/2016
CAVITE,140,1,12/04/2016,REGION IV-A-CALABARZON,12/04/2016
CAVITE,134,0,12/11/2016,REGION IV-A-CALABARZON,12/11/2016
CAVITE,111,0,12/18/2016,REGION IV-A-CALABARZON,12/18/2016
CAVITE,72,0,12/25/2016,REGION IV-A-CALABARZON,12/25/2016
CAVITE,64,0,01/01/2017,REGION IV-A-CALABARZON,01/01/2017
LAGUNA,353,0,01/10/2016,REGION IV-A-CALABARZON,01/10/2016
LAGUNA,253,0,01/17/2016,REGION IV-A-CALABARZON,01/17/2016
LAGUNA,259,0,01/24/2016,REGION IV-A-CALABARZON,01/24/2016
LAGUNA,232,2,01/31/2016,REGION IV-A-CALABARZON,01/31/2016
LAGUNA,180,1,02/07/2016,REGION IV-A-CALABARZON,02/07/2016
LAGUNA,194,0,02/14/2016,REGION IV-A-CALABARZON,02/14/2016
LAGUNA,153,0,02/21/2016,REGION IV-A-CALABARZON,02/21/2016
LAGUNA,153,0,02/28/2016,REGION IV-A-CALABARZON,02/28/2016
LAGUNA,125,0,03/06/2016,REGION IV-A-CALABARZON,03/06/2016
LAGUNA,115,2,03/13/2016,REGION IV-A-CALABARZON,03/13/2016
LAGUNA,115,1,03/20/2016,REGION IV-A-CALABARZON,03/20/2016
LAGUNA,95,1,03/27/2016,REGION IV-A-CALABARZON,03/27/2016
LAGUNA,77,0,04/03/2016,REGION IV-A-CALABARZON,04/03/2016
LAGUNA,77,0,04/10/2016,REGION IV-A-CALABARZON,04/10/2016
LAGUNA,67,0,04/17/2016,REGION IV-A-CALABARZON,04/17/2016
LAGUNA,39,0,04/24/2016,REGION IV-A-CALABARZON,04/24/2016
LAGUNA,38,0,05/01/2016,REGION IV-A-CALABARZON,05/01/2016
LAGUNA,42,0,05/08/2016,REGION IV-A-CALABARZON,05/08/2016
LAGUNA,45,0,05/15/2016,REGION IV-A-CALABARZON,05/15/2016
LAGUNA,42,0,05/22/2016,REGION IV-A-CALABARZON,05/22/2016
LAGUNA,47,0,05/29/2016,REGION IV-A-CALABARZON,05/29/2016
LAGUNA,53,0,06/05/2016,REGION IV-A-CALABARZON,06/05/2016
LAGUNA,48,1,06/12/2016,REGION IV-A-CALABARZON,06/12/2016
LAGUNA,45,0,06/19/2016,REGION IV-A-CALABARZON,06/19/2016
LAGUNA,70,0,06/26/2016,REGION IV-A-CALABARZON,06/26/2016
LAGUNA,74,0,07/03/2016,REGION IV-A-CALABARZON,07/03/2016
LAGUNA,109,0,07/10/2016,REGION IV-A-CALABARZON,07/10/2016
LAGUNA,125,0,07/17/2016,REGION IV-A-CALABARZON,07/17/2016
LAGUNA,188,0,07/24/2016,REGION IV-A-CALABARZON,07/24/2016
LAGUNA,197,1,07/31/2016,REGION IV-A-CALABARZON,07/31/2016
LAGUNA,198,0,08/07/2016,REGION IV-A-CALABARZON,08/07/2016
LAGUNA,213,0,08/14/2016,REGION IV-A-CALABARZON,08/14/2016
LAGUNA,193,0,08/21/2016,REGION IV-A-CALABARZON,08/21/2016
LAGUNA,219,0,08/28/2016,REGION IV-A-CALABARZON,08/28/2016
LAGUNA,235,0,09/04/2016,REGION IV-A-CALABARZON,09/04/2016
LAGUNA,217,1,09/11/2016,REGION IV-A-CALABARZON,09/11/2016
LAGUNA,219,1,09/18/2016,REGION IV-A-CALABARZON,09/18/2016
LAGUNA,219,0,09/25/2016,REGION IV-A-CALABARZON,09/25/2016
LAGUNA,192,0,10/02/2016,REGION IV-A-CALABARZON,10/02/2016
LAGUNA,170,0,10/09/2016,REGION IV-A-CALABARZON,10/09/2016
LAGUNA,159,1,10/16/2016,REGION IV-A-CALABARZON,10/16/2016
LAGUNA,143,0,10/23/2016,REGION IV-A-CALABARZON,10/23/2016
LAGUNA,127,0,10/30/2016,REGION IV-A-CALABARZON,10/30/2016
LAGUNA,110,0,11/06/2016,REGION IV-A-CALABARZON,11/06/2016
LAGUNA,163,1,11/13/2016,REGION IV-A-CALABARZON,11/13/2016
LAGUNA,93,1,11/20/2016,REGION IV-A-CALABARZON,11/20/2016
LAGUNA,125,0,11/27/2016,REGION IV-A-CALABARZON,11/27/2016
LAGUNA,109,0,12/04/2016,REGION IV-A-CALABARZON,12/04/2016
LAGUNA,110,1,12/11/2016,REGION IV-A-CALABARZON,12/11/2016
LAGUNA,86,0,12/18/2016,REGION IV-A-CALABARZON,12/18/2016
LAGUNA,64,1,12/25/2016,REGION IV-A-CALABARZON,12/25/2016
LAGUNA,69,0,01/01/2017,REGION IV-A-CALABARZON,01/01/2017
LUCENA CITY,43,0,01/10/2016,REGION IV-A-CALABARZON,01/10/2016
LUCENA CITY,35,0,01/17/2016,REGION IV-A-CALABARZON,01/17/2016
LUCENA CITY,37,0,01/24/2016,REGION IV-A-CALABARZON,01/24/2016
LUCENA CITY,24,0,01/31/2016,REGION IV-A-CALABARZON,01/31/2016
LUCENA CITY,41,0,02/07/2016,REGION IV-A-CALABARZON,02/07/2016
LUCENA CITY,26,0,02/14/2016,REGION IV-A-CALABARZON,02/14/2016
LUCENA CITY,38,0,02/21/2016,REGION IV-A-CALABARZON,02/21/2016
LUCENA CITY,26,0,02/28/2016,REGION IV-A-CALABARZON,02/28/2016
LUCENA CITY,22,0,03/06/2016,REGION IV-A-CALABARZON,03/06/2016
LUCENA CITY,11,0,03/13/2016,REGION IV-A-CALABARZON,03/13/2016
LUCENA CITY,16,0,03/20/2016,REGION IV-A-CALABARZON,03/20/2016
LUCENA CITY,21,0,03/27/2016,REGION IV-A-CALABARZON,03/27/2016
LUCENA CITY,18,0,04/03/2016,REGION IV-A-CALABARZON,04/03/2016
LUCENA CITY,18,0,04/10/2016,REGION IV-A-CALABARZON,04/10/2016
LUCENA CITY,27,0,04/17/2016,REGION IV-A-CALABARZON,04/17/2016
LUCENA CITY,17,0,04/24/2016,REGION IV-A-CALABARZON,04/24/2016
LUCENA CITY,7,0,05/01/2016,REGION IV-A-CALABARZON,05/01/2016
LUCENA CITY,14,0,05/08/2016,REGION IV-A-CALABARZON,05/08/2016
LUCENA CITY,4,0,05/15/2016,REGION IV-A-CALABARZON,05/15/2016
LUCENA CITY,5,0,05/22/2016,REGION IV-A-CALABARZON,05/22/2016
LUCENA CITY,9,0,05/29/2016,REGION IV-A-CALABARZON,05/29/2016
LUCENA CITY,1,0,06/05/2016,REGION IV-A-CALABARZON,06/05/2016
LUCENA CITY,8,0,06/12/2016,REGION IV-A-CALABARZON,06/12/2016
LUCENA CITY,2,0,06/19/2016,REGION IV-A-CALABARZON,06/19/2016
LUCENA CITY,6,0,06/26/2016,REGION IV-A-CALABARZON,06/26/2016
LUCENA CITY,6,0,07/03/2016,REGION IV-A-CALABARZON,07/03/2016
LUCENA CITY,5,0,07/10/2016,REGION IV-A-CALABARZON,07/10/2016
LUCENA CITY,2,0,07/17/2016,REGION IV-A-CALABARZON,07/17/2016
LUCENA CITY,10,0,07/24/2016,REGION IV-A-CALABARZON,07/24/2016
LUCENA CITY,11,0,07/31/2016,REGION IV-A-CALABARZON,07/31/2016
LUCENA CITY,13,0,08/07/2016,REGION IV-A-CALABARZON,08/07/2016
LUCENA CITY,15,0,08/14/2016,REGION IV-A-CALABARZON,08/14/2016
LUCENA CITY,15,0,08/21/2016,REGION IV-A-CALABARZON,08/21/2016
LUCENA CITY,13,0,08/28/2016,REGION IV-A-CALABARZON,08/28/2016
LUCENA CITY,20,0,09/04/2016,REGION IV-A-CALABARZON,09/04/2016
LUCENA CITY,30,0,09/11/2016,REGION IV-A-CALABARZON,09/11/2016
LUCENA CITY,23,0,09/18/2016,REGION IV-A-CALABARZON,09/18/2016
LUCENA CITY,18,1,09/25/2016,REGION IV-A-CALABARZON,09/25/2016
LUCENA CITY,13,0,10/02/2016,REGION IV-A-CALABARZON,10/02/2016
LUCENA CITY,13,0,10/09/2016,REGION IV-A-CALABARZON,10/09/2016
LUCENA CITY,11,0,10/16/2016,REGION IV-A-CALABARZON,10/16/2016
LUCENA CITY,8,0,10/23/2016,REGION IV-A-CALABARZON,10/23/2016
LUCENA CITY,19,0,10/30/2016,REGION IV-A-CALABARZON,10/30/2016
LUCENA CITY,16,0,11/06/2016,REGION IV-A-CALABARZON,11/06/2016
LUCENA CITY,16,0,11/13/2016,REGION IV-A-CALABARZON,11/13/2016
LUCENA CITY,12,0,11/20/2016,REGION IV-A-CALABARZON,11/20/2016
LUCENA CITY,18,1,11/27/2016,REGION IV-A-CALABARZON,11/27/2016
LUCENA CITY,14,0,12/04/2016,REGION IV-A-CALABARZON,12/04/2016
LUCENA CITY,16,0,12/11/2016,REGION IV-A-CALABARZON,12/11/2016
LUCENA CITY,11,0,12/18/2016,REGION IV-A-CALABARZON,12/18/2016
LUCENA CITY,9,0,12/25/2016,REGION IV-A-CALABARZON,12/25/2016
LUCENA CITY,6,0,01/01/2017,REGION IV-A-CALABARZON,01/01/2017
QUEZON,81,1,01/10/2016,REGION IV-A-CALABARZON,01/10/2016
QUEZON,65,0,01/17/2016,REGION IV-A-CALABARZON,01/17/2016
QUEZON,80,0,01/24/2016,REGION IV-A-CALABARZON,01/24/2016
QUEZON,61,0,01/31/2016,REGION IV-A-CALABARZON,01/31/2016
QUEZON,65,1,02/07/2016,REGION IV-A-CALABARZON,02/07/2016
QUEZON,65,0,02/14/2016,REGION IV-A-CALABARZON,02/14/2016
QUEZON,49,0,02/21/2016,REGION IV-A-CALABARZON,02/21/2016
QUEZON,51,0,02/28/2016,REGION IV-A-CALABARZON,02/28/2016
QUEZON,28,0,03/06/2016,REGION IV-A-CALABARZON,03/06/2016
QUEZON,25,0,03/13/2016,REGION IV-A-CALABARZON,03/13/2016
QUEZON,33,0,03/20/2016,REGION IV-A-CALABARZON,03/20/2016
QUEZON,26,0,03/27/2016,REGION IV-A-CALABARZON,03/27/2016
QUEZON,23,0,04/03/2016,REGION IV-A-CALABARZON,04/03/2016
QUEZON,23,0,04/10/2016,REGION IV-A-CALABARZON,04/10/2016
QUEZON,17,0,04/17/2016,REGION IV-A-CALABARZON,04/17/2016
QUEZON,27,0,04/24/2016,REGION IV-A-CALABARZON,04/24/2016
QUEZON,13,0,05/01/2016,REGION IV-A-CALABARZON,05/01/2016
QUEZON,19,0,05/08/2016,REGION IV-A-CALABARZON,05/08/2016
QUEZON,13,0,05/15/2016,REGION IV-A-CALABARZON,05/15/2016
QUEZON,13,0,05/22/2016,REGION IV-A-CALABARZON,05/22/2016
QUEZON,15,0,05/29/2016,REGION IV-A-CALABARZON,05/29/2016
QUEZON,15,0,06/05/2016,REGION IV-A-CALABARZON,06/05/2016
QUEZON,16,0,06/12/2016,REGION IV-A-CALABARZON,06/12/2016
QUEZON,24,0,06/19/2016,REGION IV-A-CALABARZON,06/19/2016
QUEZON,29,0,06/26/2016,REGION IV-A-CALABARZON,06/26/2016
QUEZON,27,0,07/03/2016,REGION IV-A-CALABARZON,07/03/2016
QUEZON,26,0,07/10/2016,REGION IV-A-CALABARZON,07/10/2016
QUEZON,44,0,07/17/2016,REGION IV-A-CALABARZON,07/17/2016
QUEZON,32,0,07/24/2016,REGION IV-A-CALABARZON,07/24/2016
QUEZON,53,0,07/31/2016,REGION IV-A-CALABARZON,07/31/2016
QUEZON,60,0,08/07/2016,REGION IV-A-CALABARZON,08/07/2016
QUEZON,74,0,08/14/2016,REGION IV-A-CALABARZON,08/14/2016
QUEZON,117,0,08/21/2016,REGION IV-A-CALABARZON,08/21/2016
QUEZON,74,0,08/28/2016,REGION IV-A-CALABARZON,08/28/2016
QUEZON,103,0,09/04/2016,REGION IV-A-CALABARZON,09/04/2016
QUEZON,53,0,09/11/2016,REGION IV-A-CALABARZON,09/11/2016
QUEZON,65,1,09/18/2016,REGION IV-A-CALABARZON,09/18/2016
QUEZON,83,0,09/25/2016,REGION IV-A-CALABARZON,09/25/2016
QUEZON,59,0,10/02/2016,REGION IV-A-CALABARZON,10/02/2016
QUEZON,80,0,10/09/2016,REGION IV-A-CALABARZON,10/09/2016
QUEZON,54,0,10/16/2016,REGION IV-A-CALABARZON,10/16/2016
QUEZON,65,0,10/23/2016,REGION IV-A-CALABARZON,10/23/2016
QUEZON,75,2,10/30/2016,REGION IV-A-CALABARZON,10/30/2016
QUEZON,64,0,11/06/2016,REGION IV-A-CALABARZON,11/06/2016
QUEZON,45,0,11/13/2016,REGION IV-A-CALABARZON,11/13/2016
QUEZON,31,0,11/20/2016,REGION IV-A-CALABARZON,11/20/2016
QUEZON,34,0,11/27/2016,REGION IV-A-CALABARZON,11/27/2016
QUEZON,30,0,12/04/2016,REGION IV-A-CALABARZON,12/04/2016
QUEZON,34,0,12/11/2016,REGION IV-A-CALABARZON,12/11/2016
QUEZON,14,0,12/18/2016,REGION IV-A-CALABARZON,12/18/2016
QUEZON,10,0,12/25/2016,REGION IV-A-CALABARZON,12/25/2016
QUEZON,10,0,01/01/2017,REGION IV-A-CALABARZON,01/01/2017
RIZAL,93,0,01/10/2016,REGION IV-A-CALABARZON,01/10/2016
RIZAL,78,3,01/17/2016,REGION IV-A-CALABARZON,01/17/2016
RIZAL,111,2,01/24/2016,REGION IV-A-CALABARZON,01/24/2016
RIZAL,109,0,01/31/2016,REGION IV-A-CALABARZON,01/31/2016
RIZAL,98,2,02/07/2016,REGION IV-A-CALABARZON,02/07/2016
RIZAL,78,0,02/14/2016,REGION IV-A-CALABARZON,02/14/2016
RIZAL,58,0,02/21/2016,REGION IV-A-CALABARZON,02/21/2016
RIZAL,48,0,02/28/2016,REGION IV-A-CALABARZON,02/28/2016
RIZAL,68,2,03/06/2016,REGION IV-A-CALABARZON,03/06/2016
RIZAL,56,0,03/13/2016,REGION IV-A-CALABARZON,03/13/2016
RIZAL,68,1,03/20/2016,REGION IV-A-CALABARZON,03/20/2016
RIZAL,48,0,03/27/2016,REGION IV-A-CALABARZON,03/27/2016
RIZAL,33,0,04/03/2016,REGION IV-A-CALABARZON,04/03/2016
RIZAL,33,0,04/10/2016,REGION IV-A-CALABARZON,04/10/2016
RIZAL,36,0,04/17/2016,REGION IV-A-CALABARZON,04/17/2016
RIZAL,28,0,04/24/2016,REGION IV-A-CALABARZON,04/24/2016
RIZAL,17,0,05/01/2016,REGION IV-A-CALABARZON,05/01/2016
RIZAL,25,0,05/08/2016,REGION IV-A-CALABARZON,05/08/2016
RIZAL,25,0,05/15/2016,REGION IV-A-CALABARZON,05/15/2016
RIZAL,17,0,05/22/2016,REGION IV-A-CALABARZON,05/22/2016
RIZAL,20,1,05/29/2016,REGION IV-A-CALABARZON,05/29/2016
RIZAL,23,0,06/05/2016,REGION IV-A-CALABARZON,06/05/2016
RIZAL,21,0,06/12/2016,REGION IV-A-CALABARZON,06/12/2016
RIZAL,29,0,06/19/2016,REGION IV-A-CALABARZON,06/19/2016
RIZAL,45,0,06/26/2016,REGION IV-A-CALABARZON,06/26/2016
RIZAL,39,0,07/03/2016,REGION IV-A-CALABARZON,07/03/2016
RIZAL,55,1,07/10/2016,REGION IV-A-CALABARZON,07/10/2016
RIZAL,52,0,07/17/2016,REGION IV-A-CALABARZON,07/17/2016
RIZAL,66,2,07/24/2016,REGION IV-A-CALABARZON,07/24/2016
RIZAL,86,1,07/31/2016,REGION IV-A-CALABARZON,07/31/2016
RIZAL,143,0,08/07/2016,REGION IV-A-CALABARZON,08/07/2016
RIZAL,116,0,08/14/2016,REGION IV-A-CALABARZON,08/14/2016
RIZAL,136,0,08/21/2016,REGION IV-A-CALABARZON,08/21/2016
RIZAL,140,1,08/28/2016,REGION IV-A-CALABARZON,08/28/2016
RIZAL,174,2,09/04/2016,REGION IV-A-CALABARZON,09/04/2016
RIZAL,124,7,09/11/2016,REGION IV-A-CALABARZON,09/11/2016
RIZAL,146,1,09/18/2016,REGION IV-A-CALABARZON,09/18/2016
RIZAL,108,2,09/25/2016,REGION IV-A-CALABARZON,09/25/2016
RIZAL,80,4,10/02/2016,REGION IV-A-CALABARZON,10/02/2016
RIZAL,93,1,10/09/2016,REGION IV-A-CALABARZON,10/09/2016
RIZAL,119,2,10/16/2016,REGION IV-A-CALABARZON,10/16/2016
RIZAL,93,2,10/23/2016,REGION IV-A-CALABARZON,10/23/2016
RIZAL,85,1,10/30/2016,REGION IV-A-CALABARZON,10/30/2016
RIZAL,84,1,11/06/2016,REGION IV-A-CALABARZON,11/06/2016
RIZAL,86,1,11/13/2016,REGION IV-A-CALABARZON,11/13/2016
RIZAL,76,1,11/20/2016,REGION IV-A-CALABARZON,11/20/2016
RIZAL,80,0,11/27/2016,REGION IV-A-CALABARZON,11/27/2016
RIZAL,57,1,12/04/2016,REGION IV-A-CALABARZON,12/04/2016
RIZAL,55,1,12/11/2016,REGION IV-A-CALABARZON,12/11/2016
RIZAL,50,1,12/18/2016,REGION IV-A-CALABARZON,12/18/2016
RIZAL,41,0,12/25/2016,REGION IV-A-CALABARZON,12/25/2016
RIZAL,28,0,01/01/2017,REGION IV-A-CALABARZON,01/01/2017
